store_nbr,family,cluster,city,state,type
3,GROCERY II,8,Quito,Pichincha,D
28,HARDWARE,10,Guayaquil,Guayas,E
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
3,HOME AND KITCHEN II,8,Quito,Pichincha,D
50,HOME APPLIANCES,14,Ambato,Tungurahua,A
46,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
3,LAWN AND GARDEN,8,Quito,Pichincha,D
33,LINGERIE,3,Quevedo,Los Rios,C
23,"LIQUOR,WINE,BEER",9,Ambato,Tungurahua,D
3,MAGAZINES,8,Quito,Pichincha,D
45,MEATS,11,Quito,Pichincha,A
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
47,PLAYERS AND ELECTRONICS,14,Quito,Pichincha,A
47,POULTRY,14,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
44,SCHOOL AND OFFICE SUPPLIES,5,Quito,Pichincha,A
47,SEAFOOD,14,Quito,Pichincha,A
44,AUTOMOTIVE,5,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
44,BEAUTY,5,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
3,BREAD/BAKERY,8,Quito,Pichincha,D
3,CELEBRATION,8,Quito,Pichincha,D
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
39,EGGS,6,Cuenca,Azuay,B
44,FROZEN FOODS,5,Quito,Pichincha,A
45,GROCERY I,11,Quito,Pichincha,A
49,GROCERY II,11,Quito,Pichincha,A
47,HARDWARE,14,Quito,Pichincha,A
50,HOME AND KITCHEN I,14,Ambato,Tungurahua,A
37,HOME AND KITCHEN II,2,Cuenca,Azuay,D
5,HOME APPLIANCES,4,Santo Domingo,Santo Domingo de los Tsachilas,D
47,HOME CARE,14,Quito,Pichincha,A
8,LADIESWEAR,8,Quito,Pichincha,D
39,LAWN AND GARDEN,6,Cuenca,Azuay,B
3,LINGERIE,8,Quito,Pichincha,D
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
22,MEATS,7,Puyo,Pastaza,C
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
49,PLAYERS AND ELECTRONICS,11,Quito,Pichincha,A
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
29,SCHOOL AND OFFICE SUPPLIES,10,Guayaquil,Guayas,E
44,SEAFOOD,5,Quito,Pichincha,A
9,AUTOMOTIVE,6,Quito,Pichincha,B
1,BABY CARE,13,Quito,Pichincha,D
46,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
44,CELEBRATION,5,Quito,Pichincha,A
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
9,DELI,6,Quito,Pichincha,B
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
3,GROCERY II,8,Quito,Pichincha,D
50,HARDWARE,14,Ambato,Tungurahua,A
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
3,HOME AND KITCHEN II,8,Quito,Pichincha,D
48,HOME APPLIANCES,14,Quito,Pichincha,A
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
7,LAWN AND GARDEN,8,Quito,Pichincha,D
3,LINGERIE,8,Quito,Pichincha,D
44,"LIQUOR,WINE,BEER",5,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
46,MEATS,14,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
34,SCHOOL AND OFFICE SUPPLIES,6,Guayaquil,Guayas,B
3,SEAFOOD,8,Quito,Pichincha,D
44,AUTOMOTIVE,5,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
47,BEAUTY,14,Quito,Pichincha,A
2,BEVERAGES,13,Quito,Pichincha,D
1,BOOKS,13,Quito,Pichincha,D
49,BREAD/BAKERY,11,Quito,Pichincha,A
47,CELEBRATION,14,Quito,Pichincha,A
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
47,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
2,GROCERY I,13,Quito,Pichincha,D
49,GROCERY II,11,Quito,Pichincha,A
44,HARDWARE,5,Quito,Pichincha,A
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
45,HOME AND KITCHEN II,11,Quito,Pichincha,A
3,HOME APPLIANCES,8,Quito,Pichincha,D
44,HOME CARE,5,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
3,LAWN AND GARDEN,8,Quito,Pichincha,D
5,LINGERIE,4,Santo Domingo,Santo Domingo de los Tsachilas,D
44,"LIQUOR,WINE,BEER",5,Quito,Pichincha,A
44,MAGAZINES,5,Quito,Pichincha,A
46,MEATS,14,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
3,PLAYERS AND ELECTRONICS,8,Quito,Pichincha,D
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
49,SCHOOL AND OFFICE SUPPLIES,11,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
31,AUTOMOTIVE,10,Babahoyo,Los Rios,B
1,BABY CARE,13,Quito,Pichincha,D
44,BEAUTY,5,Quito,Pichincha,A
3,BEVERAGES,8,Quito,Pichincha,D
1,BOOKS,13,Quito,Pichincha,D
45,BREAD/BAKERY,11,Quito,Pichincha,A
3,CELEBRATION,8,Quito,Pichincha,D
3,CLEANING,8,Quito,Pichincha,D
3,DAIRY,8,Quito,Pichincha,D
46,DELI,14,Quito,Pichincha,A
3,EGGS,8,Quito,Pichincha,D
3,FROZEN FOODS,8,Quito,Pichincha,D
47,GROCERY I,14,Quito,Pichincha,A
3,GROCERY II,8,Quito,Pichincha,D
38,HARDWARE,4,Loja,Loja,D
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
49,HOME AND KITCHEN II,11,Quito,Pichincha,A
50,HOME APPLIANCES,14,Ambato,Tungurahua,A
11,HOME CARE,6,Cayambe,Pichincha,B
3,LADIESWEAR,8,Quito,Pichincha,D
3,LAWN AND GARDEN,8,Quito,Pichincha,D
8,LINGERIE,8,Quito,Pichincha,D
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
45,MEATS,11,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
47,PET SUPPLIES,14,Quito,Pichincha,A
3,PLAYERS AND ELECTRONICS,8,Quito,Pichincha,D
47,POULTRY,14,Quito,Pichincha,A
3,PREPARED FOODS,8,Quito,Pichincha,D
3,PRODUCE,8,Quito,Pichincha,D
34,SCHOOL AND OFFICE SUPPLIES,6,Guayaquil,Guayas,B
3,SEAFOOD,8,Quito,Pichincha,D
45,AUTOMOTIVE,11,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
46,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
49,CELEBRATION,11,Quito,Pichincha,A
45,CLEANING,11,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
39,EGGS,6,Cuenca,Azuay,B
44,FROZEN FOODS,5,Quito,Pichincha,A
45,GROCERY I,11,Quito,Pichincha,A
27,GROCERY II,1,Daule,Guayas,D
3,HARDWARE,8,Quito,Pichincha,D
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
24,HOME AND KITCHEN II,1,Guayaquil,Guayas,D
44,HOME APPLIANCES,5,Quito,Pichincha,A
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
3,LAWN AND GARDEN,8,Quito,Pichincha,D
33,LINGERIE,3,Quevedo,Los Rios,C
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
46,MEATS,14,Quito,Pichincha,A
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
49,PLAYERS AND ELECTRONICS,11,Quito,Pichincha,A
45,POULTRY,11,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
34,SCHOOL AND OFFICE SUPPLIES,6,Guayaquil,Guayas,B
44,SEAFOOD,5,Quito,Pichincha,A
9,AUTOMOTIVE,6,Quito,Pichincha,B
1,BABY CARE,13,Quito,Pichincha,D
44,BEAUTY,5,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
3,CELEBRATION,8,Quito,Pichincha,D
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
3,GROCERY II,8,Quito,Pichincha,D
3,HARDWARE,8,Quito,Pichincha,D
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
5,HOME AND KITCHEN II,4,Santo Domingo,Santo Domingo de los Tsachilas,D
47,HOME APPLIANCES,14,Quito,Pichincha,A
44,HOME CARE,5,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
49,LAWN AND GARDEN,11,Quito,Pichincha,A
31,LINGERIE,10,Babahoyo,Los Rios,B
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
45,MAGAZINES,11,Quito,Pichincha,A
45,MEATS,11,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
44,POULTRY,5,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
45,SCHOOL AND OFFICE SUPPLIES,11,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
46,AUTOMOTIVE,14,Quito,Pichincha,A
31,BABY CARE,10,Babahoyo,Los Rios,B
47,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
45,CELEBRATION,11,Quito,Pichincha,A
45,CLEANING,11,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
47,GROCERY I,14,Quito,Pichincha,A
49,GROCERY II,11,Quito,Pichincha,A
28,HARDWARE,10,Guayaquil,Guayas,E
48,HOME AND KITCHEN I,14,Quito,Pichincha,A
50,HOME AND KITCHEN II,14,Ambato,Tungurahua,A
8,HOME APPLIANCES,8,Quito,Pichincha,D
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
51,LAWN AND GARDEN,17,Guayaquil,Guayas,A
33,LINGERIE,3,Quevedo,Los Rios,C
1,"LIQUOR,WINE,BEER",13,Quito,Pichincha,D
44,MAGAZINES,5,Quito,Pichincha,A
45,MEATS,11,Quito,Pichincha,A
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
49,PLAYERS AND ELECTRONICS,11,Quito,Pichincha,A
44,POULTRY,5,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
44,SCHOOL AND OFFICE SUPPLIES,5,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
9,AUTOMOTIVE,6,Quito,Pichincha,B
1,BABY CARE,13,Quito,Pichincha,D
3,BEAUTY,8,Quito,Pichincha,D
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
8,CELEBRATION,8,Quito,Pichincha,D
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
39,EGGS,6,Cuenca,Azuay,B
3,FROZEN FOODS,8,Quito,Pichincha,D
45,GROCERY I,11,Quito,Pichincha,A
49,GROCERY II,11,Quito,Pichincha,A
7,HARDWARE,8,Quito,Pichincha,D
15,HOME AND KITCHEN I,15,Ibarra,Imbabura,C
50,HOME AND KITCHEN II,14,Ambato,Tungurahua,A
49,HOME APPLIANCES,11,Quito,Pichincha,A
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
51,LAWN AND GARDEN,17,Guayaquil,Guayas,A
33,LINGERIE,3,Quevedo,Los Rios,C
44,"LIQUOR,WINE,BEER",5,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
46,MEATS,14,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
3,POULTRY,8,Quito,Pichincha,D
3,PREPARED FOODS,8,Quito,Pichincha,D
44,PRODUCE,5,Quito,Pichincha,A
45,SCHOOL AND OFFICE SUPPLIES,11,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
44,AUTOMOTIVE,5,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
6,BEAUTY,13,Quito,Pichincha,D
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
44,CELEBRATION,5,Quito,Pichincha,A
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
44,GROCERY II,5,Quito,Pichincha,A
44,HARDWARE,5,Quito,Pichincha,A
49,HOME AND KITCHEN I,11,Quito,Pichincha,A
1,HOME AND KITCHEN II,13,Quito,Pichincha,D
8,HOME APPLIANCES,8,Quito,Pichincha,D
47,HOME CARE,14,Quito,Pichincha,A
8,LADIESWEAR,8,Quito,Pichincha,D
49,LAWN AND GARDEN,11,Quito,Pichincha,A
3,LINGERIE,8,Quito,Pichincha,D
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
33,MAGAZINES,3,Quevedo,Los Rios,C
45,MEATS,11,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
49,SCHOOL AND OFFICE SUPPLIES,11,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
45,AUTOMOTIVE,11,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
38,BEAUTY,4,Loja,Loja,D
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
3,BREAD/BAKERY,8,Quito,Pichincha,D
3,CELEBRATION,8,Quito,Pichincha,D
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
51,GROCERY II,17,Guayaquil,Guayas,A
44,HARDWARE,5,Quito,Pichincha,A
50,HOME AND KITCHEN I,14,Ambato,Tungurahua,A
48,HOME AND KITCHEN II,14,Quito,Pichincha,A
3,HOME APPLIANCES,8,Quito,Pichincha,D
47,HOME CARE,14,Quito,Pichincha,A
38,LADIESWEAR,4,Loja,Loja,D
51,LAWN AND GARDEN,17,Guayaquil,Guayas,A
3,LINGERIE,8,Quito,Pichincha,D
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
24,MAGAZINES,1,Guayaquil,Guayas,D
45,MEATS,11,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
47,SCHOOL AND OFFICE SUPPLIES,14,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
9,AUTOMOTIVE,6,Quito,Pichincha,B
1,BABY CARE,13,Quito,Pichincha,D
46,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
49,CELEBRATION,11,Quito,Pichincha,A
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
47,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
3,GROCERY II,8,Quito,Pichincha,D
44,HARDWARE,5,Quito,Pichincha,A
28,HOME AND KITCHEN I,10,Guayaquil,Guayas,E
48,HOME AND KITCHEN II,14,Quito,Pichincha,A
24,HOME APPLIANCES,1,Guayaquil,Guayas,D
47,HOME CARE,14,Quito,Pichincha,A
8,LADIESWEAR,8,Quito,Pichincha,D
42,LAWN AND GARDEN,2,Cuenca,Azuay,D
8,LINGERIE,8,Quito,Pichincha,D
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
44,MAGAZINES,5,Quito,Pichincha,A
45,MEATS,11,Quito,Pichincha,A
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
44,POULTRY,5,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
47,SCHOOL AND OFFICE SUPPLIES,14,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
46,AUTOMOTIVE,14,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
46,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
49,CELEBRATION,11,Quito,Pichincha,A
45,CLEANING,11,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
44,DELI,5,Quito,Pichincha,A
39,EGGS,6,Cuenca,Azuay,B
44,FROZEN FOODS,5,Quito,Pichincha,A
45,GROCERY I,11,Quito,Pichincha,A
44,GROCERY II,5,Quito,Pichincha,A
3,HARDWARE,8,Quito,Pichincha,D
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
17,HOME AND KITCHEN II,12,Quito,Pichincha,C
2,HOME APPLIANCES,13,Quito,Pichincha,D
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
8,LAWN AND GARDEN,8,Quito,Pichincha,D
31,LINGERIE,10,Babahoyo,Los Rios,B
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
46,MEATS,14,Quito,Pichincha,A
45,PERSONAL CARE,11,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
45,POULTRY,11,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
34,SCHOOL AND OFFICE SUPPLIES,6,Guayaquil,Guayas,B
44,SEAFOOD,5,Quito,Pichincha,A
45,AUTOMOTIVE,11,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
46,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
46,CELEBRATION,14,Quito,Pichincha,A
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
3,GROCERY II,8,Quito,Pichincha,D
8,HARDWARE,8,Quito,Pichincha,D
50,HOME AND KITCHEN I,14,Ambato,Tungurahua,A
50,HOME AND KITCHEN II,14,Ambato,Tungurahua,A
44,HOME APPLIANCES,5,Quito,Pichincha,A
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
7,LAWN AND GARDEN,8,Quito,Pichincha,D
3,LINGERIE,8,Quito,Pichincha,D
45,"LIQUOR,WINE,BEER",11,Quito,Pichincha,A
44,MAGAZINES,5,Quito,Pichincha,A
45,MEATS,11,Quito,Pichincha,A
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
44,POULTRY,5,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
45,SCHOOL AND OFFICE SUPPLIES,11,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
45,AUTOMOTIVE,11,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
48,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
44,BREAD/BAKERY,5,Quito,Pichincha,A
48,CELEBRATION,14,Quito,Pichincha,A
45,CLEANING,11,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
44,EGGS,5,Quito,Pichincha,A
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
49,GROCERY II,11,Quito,Pichincha,A
44,HARDWARE,5,Quito,Pichincha,A
44,HOME AND KITCHEN I,5,Quito,Pichincha,A
20,HOME AND KITCHEN II,6,Quito,Pichincha,B
47,HOME APPLIANCES,14,Quito,Pichincha,A
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
39,LAWN AND GARDEN,6,Cuenca,Azuay,B
3,LINGERIE,8,Quito,Pichincha,D
1,"LIQUOR,WINE,BEER",13,Quito,Pichincha,D
3,MAGAZINES,8,Quito,Pichincha,D
45,MEATS,11,Quito,Pichincha,A
48,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
44,POULTRY,5,Quito,Pichincha,A
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
47,SCHOOL AND OFFICE SUPPLIES,14,Quito,Pichincha,A
44,SEAFOOD,5,Quito,Pichincha,A
47,AUTOMOTIVE,14,Quito,Pichincha,A
1,BABY CARE,13,Quito,Pichincha,D
44,BEAUTY,5,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
49,BREAD/BAKERY,11,Quito,Pichincha,A
3,CELEBRATION,8,Quito,Pichincha,D
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
39,EGGS,6,Cuenca,Azuay,B
44,FROZEN FOODS,5,Quito,Pichincha,A
2,GROCERY I,13,Quito,Pichincha,D
44,GROCERY II,5,Quito,Pichincha,A
44,HARDWARE,5,Quito,Pichincha,A
46,HOME AND KITCHEN I,14,Quito,Pichincha,A
5,HOME AND KITCHEN II,4,Santo Domingo,Santo Domingo de los Tsachilas,D
44,HOME APPLIANCES,5,Quito,Pichincha,A
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
39,LAWN AND GARDEN,6,Cuenca,Azuay,B
5,LINGERIE,4,Santo Domingo,Santo Domingo de los Tsachilas,D
44,"LIQUOR,WINE,BEER",5,Quito,Pichincha,A
3,MAGAZINES,8,Quito,Pichincha,D
46,MEATS,14,Quito,Pichincha,A
46,PERSONAL CARE,14,Quito,Pichincha,A
44,PET SUPPLIES,5,Quito,Pichincha,A
44,PLAYERS AND ELECTRONICS,5,Quito,Pichincha,A
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
47,SCHOOL AND OFFICE SUPPLIES,14,Quito,Pichincha,A
49,SEAFOOD,11,Quito,Pichincha,A
9,AUTOMOTIVE,6,Quito,Pichincha,B
1,BABY CARE,13,Quito,Pichincha,D
47,BEAUTY,14,Quito,Pichincha,A
44,BEVERAGES,5,Quito,Pichincha,A
1,BOOKS,13,Quito,Pichincha,D
3,BREAD/BAKERY,8,Quito,Pichincha,D
19,CELEBRATION,15,Guaranda,Bolivar,C
44,CLEANING,5,Quito,Pichincha,A
44,DAIRY,5,Quito,Pichincha,A
46,DELI,14,Quito,Pichincha,A
39,EGGS,6,Cuenca,Azuay,B
44,FROZEN FOODS,5,Quito,Pichincha,A
44,GROCERY I,5,Quito,Pichincha,A
45,GROCERY II,11,Quito,Pichincha,A
24,HARDWARE,1,Guayaquil,Guayas,D
51,HOME AND KITCHEN I,17,Guayaquil,Guayas,A
25,HOME AND KITCHEN II,1,Salinas,Santa Elena,D
24,HOME APPLIANCES,1,Guayaquil,Guayas,D
47,HOME CARE,14,Quito,Pichincha,A
3,LADIESWEAR,8,Quito,Pichincha,D
49,LAWN AND GARDEN,11,Quito,Pichincha,A
8,LINGERIE,8,Quito,Pichincha,D
53,"LIQUOR,WINE,BEER",13,Manta,Manabi,D
49,MAGAZINES,11,Quito,Pichincha,A
45,MEATS,11,Quito,Pichincha,A
47,PERSONAL CARE,14,Quito,Pichincha,A
49,PET SUPPLIES,11,Quito,Pichincha,A
24,PLAYERS AND ELECTRONICS,1,Guayaquil,Guayas,D
3,POULTRY,8,Quito,Pichincha,D
44,PREPARED FOODS,5,Quito,Pichincha,A
44,PRODUCE,5,Quito,Pichincha,A
44,SCHOOL AND OFFICE SUPPLIES,5,Quito,Pichincha,A
3,SEAFOOD,8,Quito,Pichincha,D
9,AUTOMOTIVE,6,Quito,Pichincha,B
